web-scraper-order,web-scraper-start-url,plantsLinks,plantsLinks-href
"1665403077-303","https://www.thespruce.com/plants-a-to-z-5116344","Climbing Aloe Aloiampelos ciliaris","https://www.thespruce.com/climbing-aloe-growing-guide-5219796"
"1665403077-304","https://www.thespruce.com/plants-a-to-z-5116344","Climbing Hydrangea Hydrangea anomala","https://www.thespruce.com/climbing-hydrangea-vines-2132893"
"1665403077-305","https://www.thespruce.com/plants-a-to-z-5116344","Climbing Onion Bowiea volubilis","https://www.thespruce.com/climbing-sea-onion-plant-profile-5071999"
"1665403077-306","https://www.thespruce.com/plants-a-to-z-5116344","Clivia Clivia miniata","https://www.thespruce.com/fire-lily-plant-profile-4768477"
"1665403077-307","https://www.thespruce.com/plants-a-to-z-5116344","Clove Syzygium aromaticum","https://www.thespruce.com/growing-clove-trees-5089231"
"1665403077-308","https://www.thespruce.com/plants-a-to-z-5116344","Coast Redwood Sequoia sempervirens","https://www.thespruce.com/coast-redwood-growing-guide-5196344"
"1665403077-309","https://www.thespruce.com/plants-a-to-z-5116344","Coastal Doghobble Leucothoe axillaris","https://www.thespruce.com/coast-leucothoe-plant-profile-4845927"
"1665403077-310","https://www.thespruce.com/plants-a-to-z-5116344","Cobra Lily Darlingtonia californica","https://www.thespruce.com/growing-cobra-lily-5089467"
"1665403077-311","https://www.thespruce.com/plants-a-to-z-5116344","Cockleshell Encyclia cochleata","https://www.thespruce.com/growing-encyclia-orchids-5076007"
"1665403077-312","https://www.thespruce.com/plants-a-to-z-5116344","Cockscomb Celosia argentea var. cristata","https://www.thespruce.com/cockscomb-growing-guide-5191461"
"1665403077-313","https://www.thespruce.com/plants-a-to-z-5116344","Coconut Palm Cocos nucifera","https://www.thespruce.com/grow-coconut-palms-inside-1902595"
"1665403077-314","https://www.thespruce.com/plants-a-to-z-5116344","Coffee Plant Coffea arabica","https://www.thespruce.com/grow-coffee-plants-1902614"
"1665403077-315","https://www.thespruce.com/plants-a-to-z-5116344","Coleus Plectranthus scutellarioides","https://www.thespruce.com/how-to-grow-coleus-plants-1402921"
"1665403077-316","https://www.thespruce.com/plants-a-to-z-5116344","Collard Greens Brassica oleracea","https://www.thespruce.com/how-to-grow-collard-greens-4125810"
"1665403077-317","https://www.thespruce.com/plants-a-to-z-5116344","Columbine Aquilegia","https://www.thespruce.com/how-to-grow-and-care-for-columbines-1402831"
"1665403077-318","https://www.thespruce.com/plants-a-to-z-5116344","Columbine Aquilegia","https://www.thespruce.com/botany-of-columbine-flowers-2132551"
"1665403077-319","https://www.thespruce.com/plants-a-to-z-5116344","Comfrey Symphytum officinale","https://www.thespruce.com/growing-comfrey-1402605"
"1665403077-320","https://www.thespruce.com/plants-a-to-z-5116344","Common Bleeding Heart Lamprocapnos spectabilis","https://www.thespruce.com/bleeding-hearts-whimsical-dicentra-2132547"
"1665403077-321","https://www.thespruce.com/plants-a-to-z-5116344","Common Hazelnut Tree Corylus avellana","https://www.thespruce.com/hazelnut-tree-growing-guide-5196351"
"1665403077-322","https://www.thespruce.com/plants-a-to-z-5116344","Common Hollyhock Alcea rosea","https://www.thespruce.com/common-hollyhock-alcea-rosea-guide-5200998"
"1665403077-323","https://www.thespruce.com/plants-a-to-z-5116344","Common Honeysuckle Lonicera periclymenum","https://www.thespruce.com/common-honeysuckle-profile-5179221"
"1665403077-324","https://www.thespruce.com/plants-a-to-z-5116344","Common Ivy Hedera helix","https://www.thespruce.com/english-ivy-plants-2132215"
"1665403077-325","https://www.thespruce.com/plants-a-to-z-5116344","Common Juniper Juniperus communis","https://www.thespruce.com/how-to-grow-and-care-for-common-juniper-5080172"
"1665403077-326","https://www.thespruce.com/plants-a-to-z-5116344","Common Mugwort Artemisia vulgaris","https://www.thespruce.com/how-to-grow-mugwort-5077403"
"1665403077-327","https://www.thespruce.com/plants-a-to-z-5116344","Common Quince Cydonia oblonga","https://www.thespruce.com/growing-quince-trees-5114042"
"1665403077-328","https://www.thespruce.com/plants-a-to-z-5116344","Common Rue Ruta graveolens","https://www.thespruce.com/rue-flowers-plant-profile-4768997"
"1665403077-329","https://www.thespruce.com/plants-a-to-z-5116344","Common Tansy Tanacetum vulgare","https://www.thespruce.com/tansy-flower-profile-2132333"
"1665403077-330","https://www.thespruce.com/plants-a-to-z-5116344","Coneflower Echinacea 'firebird'","https://www.thespruce.com/echinacea-firebird-an-orange-coneflower-2131855"
"1665403077-331","https://www.thespruce.com/plants-a-to-z-5116344","Contorted Filbert Corylus avellana 'contorta'","https://www.thespruce.com/harry-lauders-walking-stick-2132132"
"1665403077-332","https://www.thespruce.com/plants-a-to-z-5116344","Coral Aloe Aloe striata","https://www.thespruce.com/coral-aloe-plant-care-5079109"
"1665403077-333","https://www.thespruce.com/plants-a-to-z-5116344","Coral Bark Maple Acer palmatum 'Sango-Kaku'","https://www.thespruce.com/sango-kaku-coral-bark-maple-guide-5272442"
"1665403077-334","https://www.thespruce.com/plants-a-to-z-5116344","Coral Bean Erythrina herbacea","https://www.thespruce.com/how-to-grow-and-care-for-coral-bean-plant-5076081"
"1665403077-335","https://www.thespruce.com/plants-a-to-z-5116344","Coral Bells Heuchera","https://www.thespruce.com/growing-coral-bells-heuchera-1402032"
"1665403077-336","https://www.thespruce.com/plants-a-to-z-5116344","Coral Honeysuckle Lonicera sempervirens","https://www.thespruce.com/coral-honeysuckle-guide-5190661"
"1665403077-337","https://www.thespruce.com/plants-a-to-z-5116344","Cordyline Cordyline terminalis","https://www.thespruce.com/grow-cordyline-indoors-1902747"
"1665403077-338","https://www.thespruce.com/plants-a-to-z-5116344","Corkscrew Vine Vigna caracalla","https://www.thespruce.com/growing-corkscrew-vines-5085717"
"1665403077-339","https://www.thespruce.com/plants-a-to-z-5116344","Corkscrew Willow Salix matsudana 'tortuosa'","https://www.thespruce.com/corkscrew-willow-plant-profile-4844346"
"1665403077-340","https://www.thespruce.com/plants-a-to-z-5116344","Corn Plant Dracaena deremensis","https://www.thespruce.com/grow-dracaena-fragrans-indoors-1902748"
"1665403077-341","https://www.thespruce.com/plants-a-to-z-5116344","Corn Salad Valerianella locusta","https://www.thespruce.com/growing-mache-corn-salad-4125570"
"1665403077-342","https://www.thespruce.com/plants-a-to-z-5116344","Cornelian Cherry Cornus mas","https://www.thespruce.com/cornelian-cherry-growing-profile-3269225"
"1665403077-343","https://www.thespruce.com/plants-a-to-z-5116344","Corsican Mint Mentha requienii","https://www.thespruce.com/corsican-mint-profile-5122496"
"1665403077-344","https://www.thespruce.com/plants-a-to-z-5116344","Cosmos Cosmos sulphureus","https://www.thespruce.com/how-to-grow-cosmos-4125538"
"1665403077-345","https://www.thespruce.com/plants-a-to-z-5116344","Cota Tinctoria Anthemis tinctoria","https://www.thespruce.com/golden-marguerite-plant-profile-5073070"
"1665403077-346","https://www.thespruce.com/plants-a-to-z-5116344","Cotton Rose Hibiscus mutabilis","https://www.thespruce.com/growing-hibiscus-mutabilis-plants-5079080"
"1665403077-347","https://www.thespruce.com/plants-a-to-z-5116344","Cowpea Vigna unguiculata","https://www.thespruce.com/how-to-grow-black-eyed-peas-4125815"
"1665403077-348","https://www.thespruce.com/plants-a-to-z-5116344","Creeping Bellflower Campanula rapunculoides","https://www.thespruce.com/creeping-bellflower-campanula-rapunculoides-care-and-growing-guide-5073160"
"1665403077-349","https://www.thespruce.com/plants-a-to-z-5116344","Creeping Juniper Juniperus horizontalis","https://www.thespruce.com/creeping-juniper-plant-profile-5070516"
"1665403077-350","https://www.thespruce.com/plants-a-to-z-5116344","Creeping Mazus Mazus reptans","https://www.thespruce.com/creeping-mazus-plant-profile-5070515"
"1665403077-351","https://www.thespruce.com/plants-a-to-z-5116344","Creeping Phlox Phlox stolonifera","https://www.thespruce.com/creeping-phlox-plants-2132214"
"1665403077-352","https://www.thespruce.com/plants-a-to-z-5116344","Creeping Speedwell Veronica filiformis","https://www.thespruce.com/creeping-speedwell-5217603"
"1665403077-353","https://www.thespruce.com/plants-a-to-z-5116344","Creeping Thyme Thymus","https://www.thespruce.com/types-of-creeping-thyme-2132329"
"1665403077-354","https://www.thespruce.com/plants-a-to-z-5116344","Creeping Wire Vine Muehlenbeckia axillaris","https://www.thespruce.com/creeping-wire-vine-plant-profile-5070513"
"1665403077-355","https://www.thespruce.com/plants-a-to-z-5116344","Creeping Zinnia Sanvitalia procumbens","https://www.thespruce.com/creeping-zinnia-plant-profile-5072736"
"1665403077-356","https://www.thespruce.com/plants-a-to-z-5116344","Crepe Myrtle Lagerstroemia indica","https://www.thespruce.com/crepe-myrtle-growing-guide-5210870"
"1665403077-357","https://www.thespruce.com/plants-a-to-z-5116344","Crimson Queen Japanese Maple Tree Acer palmatum","https://www.thespruce.com/crimson-queen-japanese-maple-trees-2132092"
"1665403077-358","https://www.thespruce.com/plants-a-to-z-5116344","Crocodile Fern Microsorum musifolium","https://www.thespruce.com/caring-for-crocodile-ferns-5076287"
"1665403077-359","https://www.thespruce.com/plants-a-to-z-5116344","Crocus Crocus","https://www.thespruce.com/planting-and-caring-for-crocus-1402246"
"1665403077-360","https://www.thespruce.com/plants-a-to-z-5116344","Crossandra Crossandra infundibuliformis","https://www.thespruce.com/grow-crossandra-inside-1902641"
"1665403077-361","https://www.thespruce.com/plants-a-to-z-5116344","Croton Codiaeum variegatum","https://www.thespruce.com/grow-codiaeum-variegatum-1902750"
"1665403077-362","https://www.thespruce.com/plants-a-to-z-5116344","Crown Daisy Glebionis coronaria","https://www.thespruce.com/crown-daisy-growing-guide-5208714"
"1665403077-363","https://www.thespruce.com/plants-a-to-z-5116344","Crown Imperial Fritillaria imperialis","https://www.thespruce.com/crown-imperial-plant-profile-5071304"
"1665403077-364","https://www.thespruce.com/plants-a-to-z-5116344","Cryptanthus Cryptanthus","https://www.thespruce.com/grow-cryptanthus-inside-1902529"
"1665403077-365","https://www.thespruce.com/plants-a-to-z-5116344","Cucamelon Melothia scabra","https://www.thespruce.com/cucamelon-plant-profile-4795793"
"1665403077-366","https://www.thespruce.com/plants-a-to-z-5116344","Cucumber Cucumis sativus","https://www.thespruce.com/growing-cucumbers-of-all-shapes-and-sizes-1403458"
"1665403077-367","https://www.thespruce.com/plants-a-to-z-5116344","Cucumber Tree Magnolia acuminata","https://www.thespruce.com/growing-cucumber-trees-5078440"
"1665403077-368","https://www.thespruce.com/plants-a-to-z-5116344","Cup And Saucer Vine Cobaea scandens","https://www.thespruce.com/growing-cup-and-saucer-vine-cobaea-scandens-1402904"
"1665403077-369","https://www.thespruce.com/plants-a-to-z-5116344","Cup Flower Nierembergia","https://www.thespruce.com/nierembergia-plant-profile-5074164"
"1665403077-370","https://www.thespruce.com/plants-a-to-z-5116344","Cup Plant Silphium perfoliatum","https://www.thespruce.com/cup-plant-profile-5069610"
"1665403077-371","https://www.thespruce.com/plants-a-to-z-5116344","Curry Plant Murraya koenigii","https://www.thespruce.com/how-to-grow-and-care-for-curry-trees-5075352"
"1665403077-372","https://www.thespruce.com/plants-a-to-z-5116344","Cyclamen Cyclamen persicum","https://www.thespruce.com/how-to-care-for-cyclamen-1402644"
"1665403077-373","https://www.thespruce.com/plants-a-to-z-5116344","Cymbidium Orchid Cymbidium","https://www.thespruce.com/grow-cymbidium-orchids-1902836"
"1665403077-374","https://www.thespruce.com/plants-a-to-z-5116344","Cypress Vine Ipomoea quamoclit","https://www.thespruce.com/how-to-grow-and-care-for-cypress-vines-4691345"
"1665403077-375","https://www.thespruce.com/plants-a-to-z-5116344","Daffodil Narcissus","https://www.thespruce.com/planting-and-growing-daffodils-1402136"
"1665403077-376","https://www.thespruce.com/plants-a-to-z-5116344","Dahlia Dahlia","https://www.thespruce.com/growing-and-caring-for-dahlias-1402255"
"1665403077-377","https://www.thespruce.com/plants-a-to-z-5116344","Dahoon Holly Ilex cassine","https://www.thespruce.com/how-to-grow-dahoon-holly-4802237"
"1665403077-378","https://www.thespruce.com/plants-a-to-z-5116344","Dalmatian Bellflower Campanula portenschlagiana","https://www.thespruce.com/how-campanula-relates-to-rampion-rapunzel-4125680"
"1665403077-379","https://www.thespruce.com/plants-a-to-z-5116344","Damianita Daisies Chrysactinia mexicana","https://www.thespruce.com/damianita-plant-profile-4800852"
"1665403077-380","https://www.thespruce.com/plants-a-to-z-5116344","Daphne Daphne","https://www.thespruce.com/how-to-grow-daphne-shrubs-2132712"
"1665403077-381","https://www.thespruce.com/plants-a-to-z-5116344","Darjeeling Banana Tree Musa sikkimensi","https://www.thespruce.com/growing-darjeeling-banana-trees-5079974"
"1665403077-382","https://www.thespruce.com/plants-a-to-z-5116344","Dark Opal Basil Ocimum basilicum 'dark opal'","https://www.thespruce.com/dark-opal-basil-plant-profile-5074334"
"1665403077-383","https://www.thespruce.com/plants-a-to-z-5116344","Date Palm Phoenix dactylifera","https://www.thespruce.com/growing-date-palm-trees-5093786"
"1665403077-384","https://www.thespruce.com/plants-a-to-z-5116344","Dawn Redwood Metasequoia glyptostroboides","https://www.thespruce.com/dawn-redwood-growing-profile-3269307"
"1665403077-385","https://www.thespruce.com/plants-a-to-z-5116344","Daylily Hemerocallis","https://www.thespruce.com/how-to-grow-and-care-for-daylilies-5075400"
"1665403077-386","https://www.thespruce.com/plants-a-to-z-5116344","Dendrobium Orchid Dendrobium","https://www.thespruce.com/grow-cane-and-dendrobium-orchids-1902862"
"1665403077-387","https://www.thespruce.com/plants-a-to-z-5116344","Deodar Cedar Cedrus deodara","https://www.thespruce.com/deodar-cedar-growing-profile-3269261"
"1665403077-388","https://www.thespruce.com/plants-a-to-z-5116344","Desert Rose Adenium obesum","https://www.thespruce.com/grow-desert-rose-plants-indoors-1902974"
"1665403077-389","https://www.thespruce.com/plants-a-to-z-5116344","Desert Sage Salvia dorrii","https://www.thespruce.com/purple-sage-bush-profile-5074212"
"1665403077-390","https://www.thespruce.com/plants-a-to-z-5116344","Desert Willow Chilopsis linearis","https://www.thespruce.com/desert-willow-growing-guide-5210875"
"1665403077-391","https://www.thespruce.com/plants-a-to-z-5116344","Diamond Frost Euphorbia Euphorbia hypericifolia","https://www.thespruce.com/euphorbia-hypericifolia-1402841"
"1665403077-392","https://www.thespruce.com/plants-a-to-z-5116344","Dianthus Dianthus spp.","https://www.thespruce.com/perennial-dianthus-flower-1316045"
"1665403077-393","https://www.thespruce.com/plants-a-to-z-5116344","Dieffenbachia Dieffenbachia","https://www.thespruce.com/dumb-cane-dieffenbachia-definition-1902751"
"1665403077-394","https://www.thespruce.com/plants-a-to-z-5116344","Dittany Dictamnus albus","https://www.thespruce.com/gas-plant-plant-care-5081295"
"1665403077-395","https://www.thespruce.com/plants-a-to-z-5116344","Dog Rose Rosa canina","https://www.thespruce.com/growing-dog-roses-rosa-canina-5097564"
"1665403077-396","https://www.thespruce.com/plants-a-to-z-5116344","Dog Tail Cactus Strophocactus testudo","https://www.thespruce.com/dog-tail-cactus-plant-profile-5073217"
"1665403077-397","https://www.thespruce.com/plants-a-to-z-5116344","Doll's Eyes Actaea pachypoda","https://www.thespruce.com/white-baneberry-profile-4125671"
"1665403077-398","https://www.thespruce.com/plants-a-to-z-5116344","Doublefile Viburnum Viburnum plicatum","https://www.thespruce.com/doublefile-viburnum-shrub-2132714"
"1665403077-399","https://www.thespruce.com/plants-a-to-z-5116344","Dr. Ruppel Clematis Clematis 'Dr. Ruppel'","https://www.thespruce.com/pink-clematis-flowers-dr-ruppel-4122498"
"1665403077-400","https://www.thespruce.com/plants-a-to-z-5116344","Dracaena Dracaena","https://www.thespruce.com/dracaena-overview-care-1902754"
"1665403077-401","https://www.thespruce.com/plants-a-to-z-5116344","Dragon Lily Dracunculus vulgaris","https://www.thespruce.com/dragon-lily-plant-profile-5119512"
"1665403077-402","https://www.thespruce.com/plants-a-to-z-5116344","Dragon Plant Dracaena marginata","https://www.thespruce.com/grow-dracaena-marginata-indoors-1902749"
"1665403077-403","https://www.thespruce.com/plants-a-to-z-5116344","Dragon Tree Dracaena draco","https://www.thespruce.com/grow-dracaena-draco-1902753"
"1665403077-404","https://www.thespruce.com/plants-a-to-z-5116344","Dragonfruit Selenicereus undatas","https://www.thespruce.com/growing-dragonfruit-plants-5086867"
"1665403077-405","https://www.thespruce.com/plants-a-to-z-5116344","Duckweed Lemna minor","https://www.thespruce.com/duckweed-plant-profile-5181229"
"1665403077-406","https://www.thespruce.com/plants-a-to-z-5116344","Dudleya Dudleya","https://www.thespruce.com/dudleya-growing-guide-5220093"
"1665403077-407","https://www.thespruce.com/plants-a-to-z-5116344","Duranta Duranta erecta","https://www.thespruce.com/duranta-plant-care-and-growing-guide-4684565"
"1665403077-408","https://www.thespruce.com/plants-a-to-z-5116344","Dusty Miller Jacobaea maritima","https://www.thespruce.com/how-to-grow-and-care-for-dusty-miller-4689234"
"1665403077-409","https://www.thespruce.com/plants-a-to-z-5116344","Dutch Iris Iris x hollandica","https://www.thespruce.com/growing-dutch-irises-5101138"
"1665403077-410","https://www.thespruce.com/plants-a-to-z-5116344","Dutchman's Breeches Dicentra cucullaria","https://www.thespruce.com/taxonomy-of-dutchmans-breeches-2132950"
"1665403077-411","https://www.thespruce.com/plants-a-to-z-5116344","Dutchman's Pipe Vine Aristolochia macrophylla","https://www.thespruce.com/why-you-should-grow-dutchmans-pipe-vines-2132889"
"1665403077-412","https://www.thespruce.com/plants-a-to-z-5116344","Dwarf Alberta Spruce Picea glauca 'Conica'","https://www.thespruce.com/dwarf-alberta-spruce-trees-2132080"
"1665403077-413","https://www.thespruce.com/plants-a-to-z-5116344","Dwarf Birch Betula nana","https://www.thespruce.com/dwarf-birch-plant-profile-4845827"
"1665403077-414","https://www.thespruce.com/plants-a-to-z-5116344","Dwarf Bush Honeysuckle Diervilla lonicera","https://www.thespruce.com/northern-bush-honeysuckle-plant-profile-5069115"
"1665403077-415","https://www.thespruce.com/plants-a-to-z-5116344","Dwarf Flowering Almond Prunus glandulosa","https://www.thespruce.com/pink-flowering-almond-bush-4125609"
"1665403077-416","https://www.thespruce.com/plants-a-to-z-5116344","Early Girl Tomato Solanum lycopersicum ‘Early Girl’","https://www.thespruce.com/early-girl-tomatoes-profile-5186532"
"1665403077-417","https://www.thespruce.com/plants-a-to-z-5116344","Early Harvest Apple Tree Malus domestica","https://www.thespruce.com/growing-early-harvest-apple-trees-5082070"
"1665403077-418","https://www.thespruce.com/plants-a-to-z-5116344","Easter Lily Lilium longiflorum","https://www.thespruce.com/caring-for-easter-lilies-1403159"
"1665403077-419","https://www.thespruce.com/plants-a-to-z-5116344","Eastern Cottonwood Populus deltoides","https://www.thespruce.com/eastern-cottonwood-growing-guide-5196353"
"1665403077-420","https://www.thespruce.com/plants-a-to-z-5116344","Eastern Or Canadian Hemlock Tsuga canadensis","https://www.thespruce.com/canadian-hemlock-trees-2132061"
"1665403077-421","https://www.thespruce.com/plants-a-to-z-5116344","Eastern White Pine Pinus strobus","https://www.thespruce.com/eastern-white-pine-trees-4125586"
"1665403077-422","https://www.thespruce.com/plants-a-to-z-5116344","Echeveria Echeveria","https://www.thespruce.com/how-to-grow-echeveria-4778458"
"1665403077-423","https://www.thespruce.com/plants-a-to-z-5116344","Echeveria Peacockii Echeveria Peacockii","https://www.thespruce.com/echeveria-peacockii-guide-5190797"
"1665403077-424","https://www.thespruce.com/plants-a-to-z-5116344","Edelweiss Leontopodium alpinum","https://www.thespruce.com/edelweiss-flower-growing-guide-5202204"
"1665403077-425","https://www.thespruce.com/plants-a-to-z-5116344","Egyptian Papyrus Cyperus papyrus","https://www.thespruce.com/growing-king-tut-grass-container-gardens-847938"
"1665403077-426","https://www.thespruce.com/plants-a-to-z-5116344","Egyptian Star Cluster Pentas lanceolata","https://www.thespruce.com/pentas-flowers-1315713"
"1665403077-427","https://www.thespruce.com/plants-a-to-z-5116344","Elecampane Inula helenium","https://www.thespruce.com/grow-and-use-elecampane-1762291"
"1665403077-428","https://www.thespruce.com/plants-a-to-z-5116344","Elephant Bush Portulacaria afra","https://www.thespruce.com/dwarf-jade-plant-profile-5071605"
"1665403077-429","https://www.thespruce.com/plants-a-to-z-5116344","Elephant's Ear Xanthosoma","https://www.thespruce.com/grow-elephant-ears-xanthosoma-indoors-1902776"
"1665403077-430","https://www.thespruce.com/plants-a-to-z-5116344","Elephant's Foot Beaucarnea recurvata","https://www.thespruce.com/grow-beaucarnea-recurvata-1902886"
"1665403077-431","https://www.thespruce.com/plants-a-to-z-5116344","Emerald Gaiety Euonymus Euonymus fortunei 'Emerald Gaiety'","https://www.thespruce.com/emerald-gaiety-euonymus-2132749"
"1665403077-432","https://www.thespruce.com/plants-a-to-z-5116344","Emerald Green Arborvitae Thuja occidentalis","https://www.thespruce.com/emerald-green-arborvitae-trees-2132081"
"1665403077-433","https://www.thespruce.com/plants-a-to-z-5116344","Empress Trees Paulownia tomentosa","https://www.thespruce.com/empress-tree-profile-5186870"
"1665403077-434","https://www.thespruce.com/plants-a-to-z-5116344","Endless Summer Hydrangea Hydrangea macrophylla 'endless summer'","https://www.thespruce.com/growing-endless-summer-hydrangea-5094116"
"1665403077-435","https://www.thespruce.com/plants-a-to-z-5116344","English Bluebells Hyacinthoides non-scripta","https://www.thespruce.com/growing-english-bluebells-5094292"
"1665403077-436","https://www.thespruce.com/plants-a-to-z-5116344","English Daisy Bellis perennis","https://www.thespruce.com/english-daisy-plant-overview-4767251"
"1665403077-437","https://www.thespruce.com/plants-a-to-z-5116344","English Daisy Bellis perennis","https://www.thespruce.com/english-daisy-plant-profile-5180320"
"1665403077-438","https://www.thespruce.com/plants-a-to-z-5116344","English Hawthorn Crataegus laevigata","https://www.thespruce.com/english-hawthorn-tree-profile-5073073"
"1665403077-439","https://www.thespruce.com/plants-a-to-z-5116344","English Holly Ilex aquifolium","https://www.thespruce.com/english-holly-plant-profile-5070521"
"1665403077-440","https://www.thespruce.com/plants-a-to-z-5116344","English Ivy Hedera helix","https://www.thespruce.com/english-ivy-plants-2132215"
"1665403077-441","https://www.thespruce.com/plants-a-to-z-5116344","English Lavender Lavandula angustifolia","https://www.thespruce.com/english-lavender-plants-2130856"
"1665403077-442","https://www.thespruce.com/plants-a-to-z-5116344","English Oak Quercus robur","https://www.thespruce.com/english-oak-growing-profile-3269330"
"1665403077-443","https://www.thespruce.com/plants-a-to-z-5116344","English Thyme Thymus vulgaris","https://www.thespruce.com/how-to-grow-thyme-1402630"
"1665403077-444","https://www.thespruce.com/plants-a-to-z-5116344","English Walnut Juglans regia","https://www.thespruce.com/english-walnut-growing-guide-5210871"
"1665403077-445","https://www.thespruce.com/plants-a-to-z-5116344","Epazote Dysphania ambrosioides","https://www.thespruce.com/epazote-plant-growing-guide-5496820"
"1665403077-446","https://www.thespruce.com/plants-a-to-z-5116344","Estragon Artemisia dracunculus","https://www.thespruce.com/tarragon-care-growing-guide-5024873"
"1665403077-447","https://www.thespruce.com/plants-a-to-z-5116344","Eucalyptus Eucalyptus cinerea","https://www.thespruce.com/how-to-grow-and-use-eucalyptus-1762354"
"1665403077-448","https://www.thespruce.com/plants-a-to-z-5116344","Euphorbia Euphorbia","https://www.thespruce.com/euphorbia-plants-1402870"
"1665403077-449","https://www.thespruce.com/plants-a-to-z-5116344","Eureka Lemon Tree Citrus x limon 'eureka'","https://www.thespruce.com/eureka-lemon-trees-growing-guide-5078630"
"1665403077-450","https://www.thespruce.com/plants-a-to-z-5116344","European Ash Fraxinus excelsior","https://www.thespruce.com/european-ash-profile-5074597"
"1665403077-451","https://www.thespruce.com/plants-a-to-z-5116344","European Beech Fagus sylvatica","https://www.thespruce.com/european-beech-growing-profile-3269265"
"1665403077-452","https://www.thespruce.com/plants-a-to-z-5116344","Evening Primrose Oenothera biennis","https://www.thespruce.com/evening-primrose-plant-profile-4774593"
"1665403077-453","https://www.thespruce.com/plants-a-to-z-5116344","Fairy Duster Calliandra eriophylla","https://www.thespruce.com/calliandra-eriophylla-fairy-dusters-guide-5198052"
"1665403077-454","https://www.thespruce.com/plants-a-to-z-5116344","False Aralia Schefflera elegantissima","https://www.thespruce.com/growing-schefflera-elegantissima-indoors-1902616"
"1665403077-455","https://www.thespruce.com/plants-a-to-z-5116344","False Cypress Chamaecyparis","https://www.thespruce.com/false-cypress-trees-guide-5194895"
"1665403077-456","https://www.thespruce.com/plants-a-to-z-5116344","False Hellebore Veratrum viride","https://www.thespruce.com/how-to-grow-false-hellebore-5076276"
"1665403077-457","https://www.thespruce.com/plants-a-to-z-5116344","False Holly Osmanthus","https://www.thespruce.com/growing-osmanthus-5094815"
"1665403077-458","https://www.thespruce.com/plants-a-to-z-5116344","False Indigo Baptisia australis","https://www.thespruce.com/how-to-grow-and-care-for-false-indigo-1402900"
"1665403077-459","https://www.thespruce.com/plants-a-to-z-5116344","False Palm Dracaena fragrans","https://www.thespruce.com/grow-dracaena-fragrans-indoors-1902748"
"1665403077-460","https://www.thespruce.com/plants-a-to-z-5116344","False Sunflower Heliopsis helianthoides","https://www.thespruce.com/how-to-care-for-heliopsis-false-sunflowers-4125540"
"1665403077-461","https://www.thespruce.com/plants-a-to-z-5116344","Fan Flower Scaevola aemula","https://www.thespruce.com/scaevola-fairy-fan-flower-plant-profile-4767981"
"1665403077-462","https://www.thespruce.com/plants-a-to-z-5116344","Fatsia Spider Web Fatsia japonica ‘Spider Web’","https://www.thespruce.com/fatsia-spider-web-guide-6541570"
"1665403077-463","https://www.thespruce.com/plants-a-to-z-5116344","Fava Bean Vicia faba","https://www.thespruce.com/how-to-grow-fava-beans-1403460"
"1665403077-464","https://www.thespruce.com/plants-a-to-z-5116344","Feather Reed Grass Calamagrostis x acutiflora","https://www.thespruce.com/feather-reed-grass-1402906"
"1665403077-465","https://www.thespruce.com/plants-a-to-z-5116344","Fennel Foeniculum vulgare","https://www.thespruce.com/grow-organic-fennel-in-your-garden-2539637"
"1665403077-466","https://www.thespruce.com/plants-a-to-z-5116344","Ficus Audrey Ficus benghalensis","https://www.thespruce.com/ficus-audrey-care-guide-5221681"
"1665403077-467","https://www.thespruce.com/plants-a-to-z-5116344","Ficus Tineke Ficus elastica 'tineke'","https://www.thespruce.com/ficus-tineke-growing-guide-5270992"
"1665403077-468","https://www.thespruce.com/plants-a-to-z-5116344","Fiddle-Leaf Fig Ficus lyrata","https://www.thespruce.com/grow-fiddle-leaf-fig-indoors-1902756"
"1665403077-469","https://www.thespruce.com/plants-a-to-z-5116344","Fig Tree Ficus benjamina","https://www.thespruce.com/grow-ficus-trees-1902757"
"1665403077-470","https://www.thespruce.com/plants-a-to-z-5116344","Fire Island Hosta Hosta 'Fire Island'","https://www.thespruce.com/fire-island-hosta-plants-golden-leafed-classic-4125606"
"1665403077-471","https://www.thespruce.com/plants-a-to-z-5116344","Firebush Hamelia patens","https://www.thespruce.com/firebush-growing-profile-3862385"
"1665403077-472","https://www.thespruce.com/plants-a-to-z-5116344","Firecracker Plant Cuphea ignea","https://www.thespruce.com/growing-cigar-plants-5087953"
"1665403077-473","https://www.thespruce.com/plants-a-to-z-5116344","Firepower Nandina Nandina domestica 'firepower'","https://www.thespruce.com/growing-firepower-nandina-5094222"
"1665403077-474","https://www.thespruce.com/plants-a-to-z-5116344","Firespike Odontonema strictum","https://www.thespruce.com/how-to-grow-firespike-plants-5076290"
"1665403077-475","https://www.thespruce.com/plants-a-to-z-5116344","Firethorn Pyracantha coccinea","https://www.thespruce.com/firethorn-plant-care-guide-5202032"
"1665403077-476","https://www.thespruce.com/plants-a-to-z-5116344","Fishbone Cactus Disocactus anguliger","https://www.thespruce.com/fishbone-cactus-care-guide-5199263"
"1665403077-477","https://www.thespruce.com/plants-a-to-z-5116344","Fittonia Fittonia albivenis","https://www.thespruce.com/grow-fittonia-houseplants-indoors-1902486"
