,web-scraper-order,web-scraper-start-url,link,link-href,image-src
989,1667846782-16757,https://www.thespruce.com/plants-a-to-z-5116344,Cordyline Cordyline terminalis,https://www.thespruce.com/grow-cordyline-indoors-1902747,https://www.thespruce.com/thmb/C3YHXS44ooRUqA2uRlF2lWIc4t8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/grow-cordyline-indoors-1902747-hero-011-05fac05cfe2845309cc8840a4cc87bbc.jpg
988,1667846779-16756,https://www.thespruce.com/plants-a-to-z-5116344,Corkscrew Vine Vigna caracalla,https://www.thespruce.com/growing-corkscrew-vines-5085717,https://www.thespruce.com/thmb/-KiIjR3yGMGFW87GFSMbx6sGmNM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/GettyImages-1278644576-f04eaa79c991414094c9cbcfee4d1d95.jpg
987,1667846777-16755,https://www.thespruce.com/plants-a-to-z-5116344,Corkscrew Willow Salix matsudana 'tortuosa',https://www.thespruce.com/corkscrew-willow-plant-profile-4844346,https://www.thespruce.com/thmb/iFBdjsBrLSzYTtQi2CKTQbTiajs=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/corkscrew-willow-plant-profile-4844346-hero-67a00e6f5b1944ebae93b414aff03708.jpg
986,1667846774-16754,https://www.thespruce.com/plants-a-to-z-5116344,Corn Plant Dracaena deremensis,https://www.thespruce.com/grow-dracaena-fragrans-indoors-1902748,https://www.thespruce.com/thmb/BnrCwHr50W1vm90bg2kZW-Ls1Hw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/grow-dracaena-fragrans-indoors-1902748-HERO-f558407adead407dafbc93003ac9b1d6.jpg
985,1667846771-16753,https://www.thespruce.com/plants-a-to-z-5116344,Corn Salad Valerianella locusta,https://www.thespruce.com/growing-mache-corn-salad-4125570,https://www.thespruce.com/thmb/MlTDLc7d4IR_EU7rIFafuzw5mLw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/Mache-5889ce5e3df78caebc6fa788.jpg
984,1667846769-16752,https://www.thespruce.com/plants-a-to-z-5116344,Cornelian Cherry Cornus mas,https://www.thespruce.com/cornelian-cherry-growing-profile-3269225,https://www.thespruce.com/thmb/5A3RVU_DPTzbfdY7GgY6axs22R8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/cornelian-cherry-growing-profile-3269225_08-bff0fc06652b46298a2638c530fdf92b.jpg
983,1667846766-16751,https://www.thespruce.com/plants-a-to-z-5116344,Corsican Mint Mentha requienii,https://www.thespruce.com/corsican-mint-profile-5122496,https://www.thespruce.com/thmb/2dpuIC2VgP-HQgzZe0IHEeKiGto=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/corsicanmintflower-60938c1c64ea4882b21747363f743490.jpg
982,1667846763-16750,https://www.thespruce.com/plants-a-to-z-5116344,Cosmos Cosmos sulphureus,https://www.thespruce.com/how-to-grow-cosmos-4125538,https://www.thespruce.com/thmb/Z_gm-iupjFryyOrReDJkWq5Ib5o=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/how-to-grow-cosmos-4125538-09-c2477f1597bd4e7d848a19357c965338.jpg
981,1667846760-16749,https://www.thespruce.com/plants-a-to-z-5116344,Cota Tinctoria Anthemis tinctoria,https://www.thespruce.com/golden-marguerite-plant-profile-5073070,https://www.thespruce.com/thmb/ogNjAqYdOlSOnwffRJBzdNGtrts=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/golden-marguerite-plant-profile-5073070_04-0423819cb47a4be99780ff8a24e3d704.jpg
980,1667846758-16748,https://www.thespruce.com/plants-a-to-z-5116344,Cotton Rose Hibiscus mutabilis,https://www.thespruce.com/growing-hibiscus-mutabilis-plants-5079080,https://www.thespruce.com/thmb/h2AtlMw1h3s7kmZe0fvdE2SxB-4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/GettyImages-1217813160-d1939fd2b6ff40c2b93cc36b9c8ea816.jpg
979,1667846755-16747,https://www.thespruce.com/plants-a-to-z-5116344,Cowpea Vigna unguiculata,https://www.thespruce.com/how-to-grow-black-eyed-peas-4125815,https://www.thespruce.com/thmb/FKRMtu7jKnJRKBD6O9cQTZMBrqU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/how-to-grow-black-eyed-peas-4125815-05-0e77e5c8c81b40b8a0f79e20d186106b.jpg
978,1667846752-16746,https://www.thespruce.com/plants-a-to-z-5116344,Creeping Bellflower Campanula rapunculoides,https://www.thespruce.com/creeping-bellflower-campanula-rapunculoides-care-and-growing-guide-5073160,https://www.thespruce.com/thmb/AOeD71gMBDA7iqiSaqcXSilIRfw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/creeping-bellflower-campanula-rapunculoides-care-and-growing-guide-5073160-hero-55b918adcdbb4fe0856e132615823ddd.jpg
977,1667846749-16745,https://www.thespruce.com/plants-a-to-z-5116344,Creeping Juniper Juniperus horizontalis,https://www.thespruce.com/creeping-juniper-plant-profile-5070516,https://www.thespruce.com/thmb/1NH2ifFEatybMlsPXtxeVJnraWk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/creeping-juniper-plant-profile-5070516-hero-9eae849f8e7b41908ca820cc8c23cab5.JPG
976,1667846747-16744,https://www.thespruce.com/plants-a-to-z-5116344,Creeping Mazus Mazus reptans,https://www.thespruce.com/creeping-mazus-plant-profile-5070515,https://www.thespruce.com/thmb/fP7ajp0qeG1kLJOEdiT9oZChSM4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/creeping-mazus-plant-profile-5070515-hero-94a372d7e807414a96712c3f1558de10.jpg
975,1667846744-16743,https://www.thespruce.com/plants-a-to-z-5116344,Creeping Phlox Phlox stolonifera,https://www.thespruce.com/creeping-phlox-plants-2132214,https://www.thespruce.com/thmb/XxKlF_WVGWbcQ4kdFwOtyeobytc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/creeping-phlox-plants-2132214_09-1f70471c6a19406eb33d88b5e42e01d0.jpg
974,1667846742-16742,https://www.thespruce.com/plants-a-to-z-5116344,Creeping Speedwell Veronica filiformis,https://www.thespruce.com/creeping-speedwell-5217603,https://www.thespruce.com/thmb/dIlvWhlIHLLuHyadYXqZgdRUDoA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/creeping-speedwell-5217603-hero-e3d9228415fc4b02b925e629aebc4889.jpg
973,1667846739-16741,https://www.thespruce.com/plants-a-to-z-5116344,Creeping Thyme Thymus,https://www.thespruce.com/types-of-creeping-thyme-2132329,https://www.thespruce.com/thmb/g5tZ6Byit2iJjJkHholWdKEeIm4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/types-of-creeping-thyme-2132329_06-a6be5ff868e54b6fbb72874a04bd13fe.JPG
972,1667846736-16740,https://www.thespruce.com/plants-a-to-z-5116344,Creeping Wire Vine Muehlenbeckia axillaris,https://www.thespruce.com/creeping-wire-vine-plant-profile-5070513,https://www.thespruce.com/thmb/4xDmz59Qb29AEx5XOQObC5-kf_8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/creeping-wire-vine-plant-profile-5070513-hero-1c4ca70edaee499f982811d6df176adf.JPG
971,1667846732-16739,https://www.thespruce.com/plants-a-to-z-5116344,Creeping Zinnia Sanvitalia procumbens,https://www.thespruce.com/creeping-zinnia-plant-profile-5072736,https://www.thespruce.com/thmb/v2caOYHfyML1eyysqQSzAnjNqBg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/creeping-zinnia-plant-profile-5072736_01-a5f9bdddbb2047ba86451e5ba75cdbe9.jpg
970,1667846729-16738,https://www.thespruce.com/plants-a-to-z-5116344,Crepe Myrtle Lagerstroemia indica,https://www.thespruce.com/crepe-myrtle-growing-guide-5210870,https://www.thespruce.com/thmb/H-RMAiQL_j3vYCVxn3aN8bxo7QE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/crepe-myrtle-growing-guide-5210870-hero-4553fd9fbc6f44e6bbf9648a98205546.jpg
969,1667846727-16737,https://www.thespruce.com/plants-a-to-z-5116344,Crimson Queen Japanese Maple Tree Acer palmatum,https://www.thespruce.com/crimson-queen-japanese-maple-trees-2132092,https://www.thespruce.com/thmb/qTnz0CuHEss1MD1R3uCfQYktchI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/crimson-queen-japanese-maple-trees-2132092-hero-78455af7589842169408da23a90ffcdd.jpg
968,1667846724-16736,https://www.thespruce.com/plants-a-to-z-5116344,Crocodile Fern Microsorum musifolium,https://www.thespruce.com/caring-for-crocodile-ferns-5076287,https://www.thespruce.com/thmb/eu87Q5UxLLp68shCvfabXVK3O0E=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/caring-for-crocodile-ferns-5076287-5-ab5503607ce9437e82897eae8c610d20.jpg
967,1667846721-16735,https://www.thespruce.com/plants-a-to-z-5116344,Crocus Crocus,https://www.thespruce.com/planting-and-caring-for-crocus-1402246,https://www.thespruce.com/thmb/pIPlTySH2VKh2hzbu5ilK7WsTRo=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/planting-and-caring-for-crocus-1402246-04-b473f9aff23b4196866c08aeda8c60db.JPG
966,1667846719-16734,https://www.thespruce.com/plants-a-to-z-5116344,Crossandra Crossandra infundibuliformis,https://www.thespruce.com/grow-crossandra-inside-1902641,https://www.thespruce.com/thmb/164nv2Bd99fAjlkt-jYJK4Sc8kU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/grow-crossandra-inside-1902641-2-4dc9d2f9212741db8e3ed14168382438.jpg
965,1667846716-16733,https://www.thespruce.com/plants-a-to-z-5116344,Croton Codiaeum variegatum,https://www.thespruce.com/grow-codiaeum-variegatum-1902750,https://www.thespruce.com/thmb/1AOtmnz-99qdoQYJn9STqvtDzHg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/kararileycroton-1-crop-5ed7dea8b6314635b9c718f0950f1c23.jpg
964,1667846713-16732,https://www.thespruce.com/plants-a-to-z-5116344,Crown Daisy Glebionis coronaria,https://www.thespruce.com/crown-daisy-growing-guide-5208714,https://www.thespruce.com/thmb/3GLNBnstJN9FuDXpoKVn98KxQqA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/crown-daisy-growing-guide-5208714-hero-dd868aa25840409fb417a21199df17b6.jpg
963,1667846711-16731,https://www.thespruce.com/plants-a-to-z-5116344,Crown Imperial Fritillaria imperialis,https://www.thespruce.com/crown-imperial-plant-profile-5071304,https://www.thespruce.com/thmb/x-9Ezm9kDeQkcxVzjUpGAMGGdEU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/crown-imperial-plant-profile-5071304-hero-b1590cf3bd4f4f8cabeff006bc188825.jpg
962,1667846707-16730,https://www.thespruce.com/plants-a-to-z-5116344,Cryptanthus Cryptanthus,https://www.thespruce.com/grow-cryptanthus-inside-1902529,https://www.thespruce.com/thmb/jxCeB1ro1DalkhZLwbxDwVUT08Y=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/KaraRileyCryptanthus-14b-781232a70a94498a890b19353641ee69.jpg
961,1667846705-16729,https://www.thespruce.com/plants-a-to-z-5116344,Cucamelon Melothia scabra,https://www.thespruce.com/cucamelon-plant-profile-4795793,https://www.thespruce.com/thmb/OI9qkQ7RAY19kP-32VMAkIKq6sQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/GettyImages-1073914856-1d7b9410ce1e483ea4a569bfaf0c723c.jpg
960,1667846702-16728,https://www.thespruce.com/plants-a-to-z-5116344,Cucumber Cucumis sativus,https://www.thespruce.com/growing-cucumbers-of-all-shapes-and-sizes-1403458,https://www.thespruce.com/thmb/-d8I03sWQfg3glqq-P3D49BY-sc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/why-are-cucumbers-bitter-1403369-01-782a6fe60dbc4038aea2dc8e1d6bbc64.jpg
959,1667846699-16727,https://www.thespruce.com/plants-a-to-z-5116344,Cucumber Tree Magnolia acuminata,https://www.thespruce.com/growing-cucumber-trees-5078440,https://www.thespruce.com/thmb/ov0cwjoPHEBGCZRk0f8XunvydGM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/growing-cucumber-trees-5078440-hero-93baa0d670944aa2840086074e19c44b.JPG
958,1667846697-16726,https://www.thespruce.com/plants-a-to-z-5116344,Cup And Saucer Vine Cobaea scandens,https://www.thespruce.com/growing-cup-and-saucer-vine-cobaea-scandens-1402904,https://www.thespruce.com/thmb/0BQVg7Ze_m5YsUNALSO1RNbiQCU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/cobaea-scandens-flowers-157295182-5b2731753de42300366a9f58.jpg
957,1667846694-16725,https://www.thespruce.com/plants-a-to-z-5116344,Cup Flower Nierembergia,https://www.thespruce.com/nierembergia-plant-profile-5074164,https://www.thespruce.com/thmb/eFzChYrMjeMdlEJh6Q4-jHeNgh8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/nierembergia-plant-profile-5074164-hero-c9bbe53fd7af40ef8a00e86b2f5eaa35.jpg
956,1667846691-16724,https://www.thespruce.com/plants-a-to-z-5116344,Cup Plant Silphium perfoliatum,https://www.thespruce.com/cup-plant-profile-5069610,https://www.thespruce.com/thmb/NRWgD4APlZEy9VZXm0TiO8IELCo=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/cup-plant-profile-5069610-08-2e8f8427b4ee4ace962e3c3278795336.jpg
955,1667846689-16723,https://www.thespruce.com/plants-a-to-z-5116344,Curry Plant Murraya koenigii,https://www.thespruce.com/how-to-grow-and-care-for-curry-trees-5075352,https://www.thespruce.com/thmb/wZuwcN4geJZDd4ydKuLsb2ZvFb8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/how-to-grow-and-care-for-curry-trees-5075352-hero-df22e1f30cb745bf820a26de04d1af5d.jpg
954,1667846685-16722,https://www.thespruce.com/plants-a-to-z-5116344,Cyclamen Cyclamen persicum,https://www.thespruce.com/how-to-care-for-cyclamen-1402644,https://www.thespruce.com/thmb/v9qJxUbv3YhCxLsDItMS2AONI7w=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/KaraRiley-11-a775c1c562804fae80a0be9c4a4dd40b.jpg
953,1667846683-16721,https://www.thespruce.com/plants-a-to-z-5116344,Cymbidium Orchid Cymbidium,https://www.thespruce.com/grow-cymbidium-orchids-1902836,https://www.thespruce.com/thmb/dv_ryb6TMZGHzePeIf5uxUqaHxI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/grow-cymbidium-orchids-1902836-01-23634b2bd2d342a2a7f484bf96dac005.jpg
952,1667846680-16720,https://www.thespruce.com/plants-a-to-z-5116344,Cypress Vine Ipomoea quamoclit,https://www.thespruce.com/how-to-grow-and-care-for-cypress-vines-4691345,https://www.thespruce.com/thmb/VJdFjMu_avhdOhrspAvi-qmC03E=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/cypress-vine-big-637fb601203a420186f002fff0a82a52.jpg
951,1667846677-16719,https://www.thespruce.com/plants-a-to-z-5116344,Daffodil Narcissus,https://www.thespruce.com/planting-and-growing-daffodils-1402136,https://www.thespruce.com/thmb/zbEPfkmuyMwFBzrkuOOgywzgz9g=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/planting-and-growing-daffodils-1402136_01-bb8eada2ffb4443dbb20a7b1f0f3dfce.jpg
950,1667846675-16718,https://www.thespruce.com/plants-a-to-z-5116344,Dahlia Dahlia,https://www.thespruce.com/growing-and-caring-for-dahlias-1402255,https://www.thespruce.com/thmb/VHRsY2VDI41pgrZ7w8Onbls_pxY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/growing-and-caring-for-dahlias-1402255-03-306dc2f2b09849189998f1bbe86b2a44.jpg
949,1667846672-16717,https://www.thespruce.com/plants-a-to-z-5116344,Dahoon Holly Ilex cassine,https://www.thespruce.com/how-to-grow-dahoon-holly-4802237,https://www.thespruce.com/thmb/amwKDzI0QsAEUkcKZJkfO8vAprY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/GettyImages-1079980760-e1aa567050e446018e8d385498b4442b.jpg
948,1667846669-16716,https://www.thespruce.com/plants-a-to-z-5116344,Dalmatian Bellflower Campanula portenschlagiana,https://www.thespruce.com/how-campanula-relates-to-rampion-rapunzel-4125680,https://www.thespruce.com/thmb/Gq-qshLcPWeWOgszzIZ_tCyTjp4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/how-campanula-relates-to-rampion-rapunzel-4125680-hero-50f111eef0214c3fb2b31260bdcced5b.jpg
947,1667846667-16715,https://www.thespruce.com/plants-a-to-z-5116344,Damianita Daisies Chrysactinia mexicana,https://www.thespruce.com/damianita-plant-profile-4800852,https://www.thespruce.com/thmb/KufHwhgdR3BP4TsVeZ76mWrQ3lA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/damianita-plant-profile-4800852-hero-737bb349d78548de96c3830c2a052e39.jpg
946,1667846664-16714,https://www.thespruce.com/plants-a-to-z-5116344,Daphne Daphne,https://www.thespruce.com/how-to-grow-daphne-shrubs-2132712,https://www.thespruce.com/thmb/O79aR0FODM4FAd61b_AAOKYrnWE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/taxonomy-of-daphne-shrubs-2132712-01-e99950c1c5744b31982f94548adf5616.jpg
945,1667846661-16713,https://www.thespruce.com/plants-a-to-z-5116344,Darjeeling Banana Tree Musa sikkimensi,https://www.thespruce.com/growing-darjeeling-banana-trees-5079974,https://www.thespruce.com/thmb/su-bp3RKbJD553t7HOL0eMG5MLg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/growing-darjeeling-banana-trees-5079974-hero-edfd6e5331f74abfa617a291b1e4359e.JPG
944,1667846658-16712,https://www.thespruce.com/plants-a-to-z-5116344,Dark Opal Basil Ocimum basilicum 'dark opal',https://www.thespruce.com/dark-opal-basil-plant-profile-5074334,https://www.thespruce.com/thmb/IOoQej3k9c_SbWdE03TcaNe2HJQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/dark-opal-basil-plant-profile-5074334-01-41030a1a807745dca611c5cd03340f89.jpg
943,1667846655-16711,https://www.thespruce.com/plants-a-to-z-5116344,Date Palm Phoenix dactylifera,https://www.thespruce.com/growing-date-palm-trees-5093786,https://www.thespruce.com/thmb/EOR33fHCW1X8WLtA31BbXF2Z8bk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/growing-date-palm-trees-5093786-hero-d46d6d841a8e45b5adc36460dfaf36ac.jpg
942,1667846653-16710,https://www.thespruce.com/plants-a-to-z-5116344,Dawn Redwood Metasequoia glyptostroboides,https://www.thespruce.com/dawn-redwood-growing-profile-3269307,https://www.thespruce.com/thmb/GTQpuF0hxY9-Rr1RFyYsvxXHFv8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/dawn-redwood-growing-profile-3269307-hero-bc08373ebbe54364b9c022137d30e746.jpg
941,1667846650-16709,https://www.thespruce.com/plants-a-to-z-5116344,Daylily Hemerocallis,https://www.thespruce.com/how-to-grow-and-care-for-daylilies-5075400,https://www.thespruce.com/thmb/aqcoJnAsOpbvmrCxmycvzO8f--Q=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/how-to-grow-and-care-for-daylilies-5075400-hero-dc8f260afc6844dcb9067abebeb883ae.jpg
940,1667846647-16708,https://www.thespruce.com/plants-a-to-z-5116344,Dendrobium Orchid Dendrobium,https://www.thespruce.com/grow-cane-and-dendrobium-orchids-1902862,https://www.thespruce.com/thmb/sQiD1aNMCY3pkhd_1XKwtfuW8wQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/grow-cane-and-dendrobium-orchids-1902862-01-5fe11a6d97584a6d876509015e952177.jpg
939,1667846645-16707,https://www.thespruce.com/plants-a-to-z-5116344,Deodar Cedar Cedrus deodara,https://www.thespruce.com/deodar-cedar-growing-profile-3269261,https://www.thespruce.com/thmb/mbmtPjCfKyJN4NBP9CK-88AA2oI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/deodar-cedar-growing-profile-3269261-hero-e70ba08c3eba4cb6b24e621b879848f1.JPG
938,1667846642-16706,https://www.thespruce.com/plants-a-to-z-5116344,Desert Rose Adenium obesum,https://www.thespruce.com/grow-desert-rose-plants-indoors-1902974,https://www.thespruce.com/thmb/v96VsWCIawWISg-CC0DfareSmcI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/grow-desert-rose-plants-indoors-1902974-hero-64a97e2c287a4da38dab14acd4bfb8c4.jpg
937,1667846639-16705,https://www.thespruce.com/plants-a-to-z-5116344,Desert Sage Salvia dorrii,https://www.thespruce.com/purple-sage-bush-profile-5074212,https://www.thespruce.com/thmb/G4eLt1doY8VdKUFxRHGOjPLQj08=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/purple-sage-bush-profile-5074212-5-3e9f0c168e1a403fb8714243270f7ebe.jpg
936,1667846636-16704,https://www.thespruce.com/plants-a-to-z-5116344,Desert Willow Chilopsis linearis,https://www.thespruce.com/desert-willow-growing-guide-5210875,https://www.thespruce.com/thmb/IOUtw7pIjnpXrKhtvwir-RKguTY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/desert-willow-growing-guide-5210875-hero-e52d765406ce487e8b5f01ab3e8ff362.jpg
935,1667846634-16703,https://www.thespruce.com/plants-a-to-z-5116344,Diamond Frost Euphorbia Euphorbia hypericifolia,https://www.thespruce.com/euphorbia-hypericifolia-1402841,https://www.thespruce.com/thmb/cWx5cYBIQ4bHEps9WS_mAU5gosg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/euphorbia-hypericifolia-1402841-hero-e75f17b6c7a94f8bbbb619c9caf8a4e0.jpg
934,1667846631-16702,https://www.thespruce.com/plants-a-to-z-5116344,Dianthus Dianthus spp.,https://www.thespruce.com/perennial-dianthus-flower-1316045,https://www.thespruce.com/thmb/KtBBNJtjohzWNmbPApNsHJhXNpI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/perennial-dianthus-flower-1316045-13-14-d12edc9be4954ed989a5f47092cbd43f.jpg
933,1667846628-16701,https://www.thespruce.com/plants-a-to-z-5116344,Dieffenbachia Dieffenbachia,https://www.thespruce.com/dumb-cane-dieffenbachia-definition-1902751,https://www.thespruce.com/thmb/Fz4o76ZnKBhbzBHuFz1Et_TRsnk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/dumb-cane-dieffenbachia-definition-1902751-5-a552c54030764900b2b17975efab5ff4.jpg
932,1667846625-16700,https://www.thespruce.com/plants-a-to-z-5116344,Dittany Dictamnus albus,https://www.thespruce.com/gas-plant-plant-care-5081295,https://www.thespruce.com/thmb/25F8wUlcnKShhIbGGMFdBWxSywU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/gas-plant-plant-care-5081295-hero-b7a1f0f796ad4282abb92bd9ed9cefdc.jpg
931,1667846622-16699,https://www.thespruce.com/plants-a-to-z-5116344,Dog Rose Rosa canina,https://www.thespruce.com/growing-dog-roses-rosa-canina-5097564,https://www.thespruce.com/thmb/fBL8_OwM_qi9CG_hOU1pDsMEwVA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/growing-dog-roses-rosa-canina-5097564-hero-8845de5b47d54479bc1412566f5b933d.jpg
930,1667846620-16698,https://www.thespruce.com/plants-a-to-z-5116344,Dog Tail Cactus Strophocactus testudo,https://www.thespruce.com/dog-tail-cactus-plant-profile-5073217,https://www.thespruce.com/thmb/Q__FBR6cLQek5lDwGIeGXBEctAs=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/dog-tail-cactus-plant-profile-5073217-hero-c462a2e0ceef436795005175447548d4.jpg
929,1667846617-16697,https://www.thespruce.com/plants-a-to-z-5116344,Doll's Eyes Actaea pachypoda,https://www.thespruce.com/white-baneberry-profile-4125671,https://www.thespruce.com/thmb/anHO5ByjS61xN8ARUaoEGurcKT0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/white-baneberry-profile-4125671-hero-3dcc7cad4763446c85d3cc728a6ba31e.jpg
928,1667846614-16696,https://www.thespruce.com/plants-a-to-z-5116344,Doublefile Viburnum Viburnum plicatum,https://www.thespruce.com/doublefile-viburnum-shrub-2132714,https://www.thespruce.com/thmb/6gsUzXqijQAd-MmIUJLdq1gNQFM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/doublefile-viburnum-shrub-2132714-hero-b7268a75aa4f44149e92ca20cd68a845.JPG
927,1667846612-16695,https://www.thespruce.com/plants-a-to-z-5116344,Dr. Ruppel Clematis Clematis 'Dr. Ruppel',https://www.thespruce.com/pink-clematis-flowers-dr-ruppel-4122498,https://www.thespruce.com/thmb/Xj1dfTtiAIfXpCEMqCkjQqqye-E=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/pink-clematis-flowers-dr-ruppel-4122498-hero-a74fafd653924ddd840a9666096ccec0.jpg
926,1667846609-16694,https://www.thespruce.com/plants-a-to-z-5116344,Dracaena Dracaena,https://www.thespruce.com/dracaena-overview-care-1902754,https://www.thespruce.com/thmb/-CRBkPN5fYhwBwte6iBTJHieLGU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/dracaena-overview-care-1902754-7-d252ea76c5074e5fa5ebc2c3b1813ede.jpg
925,1667846606-16693,https://www.thespruce.com/plants-a-to-z-5116344,Dragon Lily Dracunculus vulgaris,https://www.thespruce.com/dragon-lily-plant-profile-5119512,https://www.thespruce.com/thmb/apXZwsMjN3ljYzD21C83x5fFM20=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/GettyImages-1303668657-931b074728dc4b2885b79003461d593e.jpg
924,1667846603-16692,https://www.thespruce.com/plants-a-to-z-5116344,Dragon Plant Dracaena marginata,https://www.thespruce.com/grow-dracaena-marginata-indoors-1902749,https://www.thespruce.com/thmb/VB9poYjffMFV-uJbv6Rg_uGAfuI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/grow-dracaena-marginata-indoors-1902749-2-983c52a2805144d899408949969a5728.jpg
923,1667846601-16691,https://www.thespruce.com/plants-a-to-z-5116344,Dragon Tree Dracaena draco,https://www.thespruce.com/grow-dracaena-draco-1902753,https://www.thespruce.com/thmb/RMROtalggeq69G4LsTEJ0-1Aqno=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/grow-dracaena-draco-1902753-14-c2c12b4ed1a547738272c07d71a9cb7e-e5b89325fb9747e6bbc98d7259ce1c5e.jpeg
922,1667846598-16690,https://www.thespruce.com/plants-a-to-z-5116344,Dragonfruit Selenicereus undatas,https://www.thespruce.com/growing-dragonfruit-plants-5086867,https://www.thespruce.com/thmb/-E-mAM-MPoQsBywo3vW7jWyJy1M=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/growing-dragonfruit-plants-508686707-3aef41e5e45f492594858f1f07ed1796.jpg
